Order ID,Order Date,Ship Date,Customer Id,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Payment Mode,Delivery Status,Supplier Name,Supplier Email,Stock Left,Auto Reorder,Reorder Quantity
ORD1215,16-12-2024,19-12-2024,CUST845,Rebecca Huber,Consumer,PROD9567,Sancks,Grocery,West,Texas,Wintersland,3,2985,0,8955,5981.43,2973.57,Credit Card,Returned,Martinez Ltd,erika03@cox.biz,10,No,0
ORD1216,22-09-2024,27-09-2024,CUST795,Steven Wong,Home Office,PROD8566,Sancks,Grocery,East,Connecticut,Matthewchester,4,4431,10,15951.6,10539.4,5412.2,Cash,Delivered,"Stout, Smith and Morgan",peter42@miller.biz,18,No,0
ORD1217,25-01-2026,27-01-2026,CUST642,Lauren Rice,Corporate,PROD2825,Rice Bag,Grocery,South,Illinois,Port Heidi,1,4398,10,3958.2,2502.78,1455.42,Cash,Delivered,Lopez-Adams,deniseraymond@wong-brewer.com,32,No,0
ORD1218,20-02-2024,24-02-2024,CUST394,Amy Aguilar,Home Office,PROD6168,File Folder,Office Supplies,East,Idaho,South Richard,2,4572,0,9144,7916.19,1227.81,Net Banking,Returned,Morrison Ltd,xmartin@morris.com,12,No,0
ORD1219,09-02-2024,15-02-2024,CUST977,Erin Bryant,Corporate,PROD3988,Calculator,Office Supplies,South,Nevada,Port Cherylport,4,1886,20,6035.2,4034.56,2000.64,UPI,Cancelled,"Martin, Larsen and Kelley",brentmclean@becker.net,27,No,0
ORD1220,14-11-2025,20-11-2025,CUST326,Michael Perez,Home Office,PROD8084,Office Chair,Furniture,East,New Jersey,Port Shawn,10,3748,0,37480,29980.71,7499.29,Credit Card,Returned,Hill Ltd,pattonwilliam@romero-garcia.com,24,No,0
ORD1221,02-03-2025,08-03-2025,CUST876,Donna Collier,Corporate,PROD5636,Calculator,Office Supplies,East,Iowa,West Brettfurt,7,1274,10,8026.2,4821.9,3204.3,Net Banking,Delivered,Hall-Francis,wheelerwilliam@watson.org,49,No,0
ORD1222,20-12-2025,22-12-2025,CUST385,Louis Murphy,Corporate,PROD5007,Dining Table,Furniture,West,Minnesota,New Diana,6,766,20,3676.8,2603.12,1073.68,Cash,Cancelled,"Rivers, Kramer and Berry",matthewjohnson@cox.com,6,Yes,35
ORD1223,09-08-2025,13-08-2025,CUST306,Gary Chen,Corporate,PROD3939,Dining Table,Furniture,West,Massachusetts,Terrichester,9,3955,20,28476,18810.67,9665.33,Credit Card,Delivered,Cruz-Davidson,andrew71@mann.net,10,No,0
ORD1224,27-06-2024,04-07-2024,CUST705,Megan Nunez,Home Office,PROD6582,Cooking Oil,Grocery,North,South Dakota,Lake Michael,1,2184,0,2184,1480.18,703.82,Credit Card,Pending,"Williams, Kerr and Tucker",ashley71@murphy.net,36,No,0
ORD1225,11-03-2024,14-03-2024,CUST856,Kathryn Davis,Consumer,PROD8154,Calculator,Office Supplies,South,Idaho,Port Nicole,8,753,0,6024,5056.87,967.13,UPI,Pending,"Johnson, Morgan and Robertson",gravesjeffery@wood.org,40,No,0
ORD1226,14-10-2025,16-10-2025,CUST281,Paul Bryant,Home Office,PROD1779,Sugar,Grocery,East,Arkansas,Heathertown,1,3960,15,3366,2589.43,776.57,Cash,Delivered,Price LLC,anthony26@robinson.org,15,No,0
ORD1227,20-08-2025,25-08-2025,CUST320,Patrick Frye MD,Consumer,PROD7691,Sofa,Furniture,North,Michigan,Port Jeffrey,2,387,5,735.3,547.92,187.38,UPI,Cancelled,Carrillo-Phillips,jenniferallen@combs-santiago.info,42,No,0
ORD1228,18-06-2025,24-06-2025,CUST912,Jessica Johnson,Home Office,PROD7954,Notebook,Office Supplies,North,New York,Turnerview,10,1919,5,18230.5,13541.79,4688.71,UPI,Delivered,Hamilton-Soto,npratt@white-fischer.com,25,No,0
ORD1229,23-02-2024,01-03-2024,CUST337,Donna Lowe,Home Office,PROD3319,Cooking Oil,Grocery,West,Washington,West Nicolestad,9,2117,10,17147.7,10615.51,6532.19,UPI,Delivered,Martin-Mcdonald,hendersonerik@taylor.com,12,No,0
ORD1230,02-03-2025,04-03-2025,CUST378,Martin Jones,Home Office,PROD4694,Sugar,Grocery,North,New Jersey,New Lisa,9,4329,10,35064.9,30097.03,4967.87,Credit Card,Returned,Brewer-Roberts,uward@rogers-harris.com,7,Yes,45
ORD1231,08-10-2024,14-10-2024,CUST133,Bryan Collins,Corporate,PROD8187,Office Chair,Furniture,South,Delaware,North Amyside,3,1843,15,4699.65,3274.5,1425.15,Credit Card,Cancelled,Ramsey-Lamb,rnichols@powell.com,18,No,0
ORD1232,15-06-2025,21-06-2025,CUST375,Dominic Hamilton,Home Office,PROD6717,Study Table,Furniture,West,Connecticut,Grimesborough,3,1467,15,3740.85,3033.28,707.57,Credit Card,Delivered,"Herrera, Torres and Perkins",brian44@hale.info,50,No,0
ORD1233,30-10-2024,03-11-2024,CUST832,Samantha Kaufman,Consumer,PROD9138,Notebook,Office Supplies,South,New Hampshire,East Lisafort,10,1077,15,9154.5,8041.25,1113.25,Net Banking,Cancelled,Hansen-Bell,coxgeorge@chen.info,35,No,0
ORD1234,28-04-2024,02-05-2024,CUST857,Ann Horn,Corporate,PROD2776,Cooking Oil,Grocery,South,Wyoming,Obrienchester,7,2941,15,17498.95,13899.6,3599.35,Credit Card,Cancelled,Villa Ltd,martin92@larsen.com,38,No,0
ORD1235,14-03-2024,21-03-2024,CUST583,Kayla Goodwin,Consumer,PROD9416,Monitor,Electronics,North,Indiana,Avilaborough,8,1923,20,12307.2,10595.7,1711.5,Cash,Cancelled,Mitchell Ltd,bennettjustin@campbell.info,20,No,0
ORD1236,13-12-2025,14-12-2025,CUST251,Vanessa Lucas,Corporate,PROD3246,Sofa,Furniture,South,Nevada,West Brendaview,3,2287,15,5831.85,3988.01,1843.84,Credit Card,Pending,"Blackwell, Wilcox and Buck",kaitlinburton@turner-kim.com,2,Yes,28
ORD1237,30-07-2025,02-08-2025,CUST379,Rebecca Dean,Consumer,PROD4091,Rice Bag,Grocery,East,Indiana,West Roberttown,3,2627,20,6304.8,4570.06,1734.74,Net Banking,Cancelled,"Johnson, Miller and Mclaughlin",roger71@grant.com,31,No,0
ORD1238,18-02-2025,23-02-2025,CUST427,Sydney Juarez,Corporate,PROD5461,Notebook,Office Supplies,North,Hawaii,East Jessica,8,1045,10,7524,4684.87,2839.13,Cash,Pending,Edwards-Carpenter,anna34@good.com,22,No,0
ORD1239,01-12-2024,03-12-2024,CUST756,Anna Santiago,Home Office,PROD4849,Office Chair,Furniture,South,Colorado,West Ethan,2,4851,10,8731.8,6800.63,1931.17,UPI,Pending,Holmes-Jones,uhill@scott.com,25,No,0
ORD1240,03-09-2024,10-09-2024,CUST360,Amanda Lee,Home Office,PROD1992,Calculator,Office Supplies,West,Hawaii,South Alexanderview,5,931,5,4422.25,3330.04,1092.21,Cash,Cancelled,Wood-Woods,montoyaamanda@rodriguez.com,32,No,0
ORD1241,20-08-2024,23-08-2024,CUST182,Michael Valdez,Home Office,PROD6448,Juice Pack,Grocery,North,New Jersey,Muellermouth,9,4717,5,40330.35,33679.86,6650.49,Cash,Pending,Thomas Inc,csandoval@johnson.net,9,Yes,21
ORD1242,07-01-2025,09-01-2025,CUST573,Gregory Morris,Consumer,PROD1354,Notebook,Office Supplies,North,Rhode Island,New Juliamouth,7,2007,10,12644.1,9418.31,3225.79,Credit Card,Pending,Cruz-Higgins,martinezpaul@johnson-peters.com,11,No,0
ORD1243,20-05-2024,24-05-2024,CUST565,Michael Herrera,Home Office,PROD2210,Monitor,Electronics,East,New Hampshire,Morrisview,8,4764,15,32395.2,21000.97,11394.23,Cash,Pending,Williamson and Sons,larrybrewer@fox.com,41,No,0
ORD1244,06-02-2025,08-02-2025,CUST974,Lori Allen,Home Office,PROD2895,Calculator,Office Supplies,North,South Dakota,Zacharyshire,10,1426,20,11408,9370.2,2037.8,Credit Card,Cancelled,Watson LLC,caroline70@mcpherson-acosta.com,13,No,0
ORD1245,15-12-2024,22-12-2024,CUST304,Ryan Hall,Consumer,PROD9892,Office Chair,Furniture,North,Maine,West Kim,4,3614,5,13733.2,10618.62,3114.58,Cash,Pending,Richmond-Davis,floresdavid@yu-williams.com,43,No,0
ORD1246,15-08-2025,22-08-2025,CUST848,Traci Mitchell,Corporate,PROD4293,Office Chair,Furniture,East,Georgia,Jacobbury,1,3745,10,3370.5,2394.22,976.28,Credit Card,Delivered,"Griffin, Cowan and Hull",judycole@hayes.com,9,Yes,43
ORD1247,19-06-2025,23-06-2025,CUST570,Eric Scott,Corporate,PROD8316,Cooking Oil,Grocery,North,Colorado,North Jennifer,10,3958,20,31664,22653.61,9010.39,Net Banking,Returned,Henry LLC,wilsongloria@nguyen.info,14,No,0
ORD1248,01-06-2024,03-06-2024,CUST310,Rebecca Matthews,Corporate,PROD3774,Sancks,Grocery,South,Missouri,Mitchellmouth,5,984,10,4428,3719.33,708.67,Cash,Cancelled,"Ramsey, Wong and Kelly",suzannebell@cooper-lopez.com,8,Yes,49
ORD1249,14-08-2024,21-08-2024,CUST251,Aimee Hobbs,Consumer,PROD4598,Stapler,Office Supplies,South,Rhode Island,Port Carrie,10,3428,0,34280,20783.25,13496.75,UPI,Delivered,"Grant, Alexander and Moreno",brucegray@coleman.com,15,No,0
ORD1250,31-12-2024,07-01-2025,CUST971,Mr. Victor Gomez,Home Office,PROD8640,Sancks,Grocery,West,North Carolina,Brownburgh,8,2746,0,21968,16049.9,5918.1,Net Banking,Delivered,Cole Group,jacob58@castro-miller.com,26,No,0
ORD1251,25-02-2025,26-02-2025,CUST741,Joshua Warner,Consumer,PROD4395,Sancks,Grocery,West,Hawaii,Jacobshaven,7,4213,5,28016.45,18621.53,9394.92,Net Banking,Pending,Miller LLC,andrearichmond@rivera-cobb.info,17,No,0
ORD1252,11-12-2025,12-12-2025,CUST552,Christopher Hudson,Corporate,PROD3657,Sugar,Grocery,North,Pennsylvania,New April,7,4436,10,27946.8,22319.33,5627.47,Net Banking,Cancelled,Black LLC,wscott@ramirez-johnson.com,4,Yes,45
ORD1253,16-10-2025,17-10-2025,CUST454,Thomas Escobar,Home Office,PROD9496,Monitor,Electronics,North,Illinois,New Brianville,4,2499,5,9496.2,6568.84,2927.36,Credit Card,Returned,"Morgan, Torres and Ward",norozco@smith.org,42,No,0
ORD1254,07-05-2024,10-05-2024,CUST788,Michelle Owen,Corporate,PROD3939,Juice Pack,Grocery,East,Maryland,Jonesshire,7,4680,10,29484,21858.3,7625.7,Credit Card,Pending,Jackson Inc,thomasjohn@carpenter.com,14,No,0
ORD1255,27-04-2024,30-04-2024,CUST135,Danielle Taylor,Consumer,PROD9672,Monitor,Electronics,East,Ohio,Nathanielstad,4,697,15,2369.8,1536.78,833.02,Cash,Pending,Williams Ltd,sydneyvelez@sloan-huang.org,34,No,0
ORD1256,15-12-2025,19-12-2025,CUST958,Brandy Leonard,Corporate,PROD3448,Pen,Office Supplies,North,Louisiana,Obrienfort,7,4349,15,25876.55,19344.44,6532.11,Net Banking,Cancelled,Brown Group,kevin90@burns.biz,50,No,0
ORD1257,05-08-2025,09-08-2025,CUST464,Susan Walters,Consumer,PROD2672,Study Table,Furniture,South,New Hampshire,Garciaton,3,3915,15,9983.25,6159.56,3823.69,Cash,Returned,Flores-Fox,jgutierrez@norris-taylor.info,6,Yes,39
ORD1258,06-02-2024,12-02-2024,CUST615,Chad Lucas,Home Office,PROD2101,Office Chair,Furniture,West,Maine,Davidmouth,1,4434,0,4434,3453.98,980.02,Cash,Pending,Sharp-Jones,juliamontgomery@yang-reyes.net,24,No,0
ORD1259,08-03-2024,14-03-2024,CUST295,Cody Hoffman,Home Office,PROD2230,Monitor,Electronics,North,South Dakota,East Noah,8,2695,10,19404,15975.83,3428.17,Net Banking,Returned,Jennings and Sons,mary75@grant.com,4,Yes,38
ORD1260,04-11-2024,06-11-2024,CUST100,Mark Hicks,Corporate,PROD7858,Dining Table,Furniture,East,Kansas,Sampsontown,4,1692,15,5752.8,4827.24,925.56,UPI,Pending,Horne-Douglas,john87@gray.com,26,No,0
ORD1261,17-08-2024,19-08-2024,CUST379,Stephen Burton,Home Office,PROD5765,Sugar,Grocery,West,Missouri,Jennabury,7,896,15,5331.2,3355.59,1975.61,Net Banking,Cancelled,"Jones, Green and Pearson",joshuarobertson@francis.biz,4,Yes,30
ORD1262,14-09-2024,15-09-2024,CUST555,Jamie Calhoun,Corporate,PROD4728,Cooking Oil,Grocery,East,Kansas,West Catherineport,8,1158,0,9264,7079.5,2184.5,Cash,Returned,Wade-Ford,courtneyle@fischer.com,37,No,0
ORD1263,17-07-2024,18-07-2024,CUST623,Michael Delgado,Consumer,PROD2162,Laptop,Electronics,North,Mississippi,South Daniel,8,1031,5,7835.6,4719.74,3115.86,Cash,Delivered,"Lee, Lewis and Ibarra",william12@schultz.com,7,Yes,21
ORD1264,28-06-2025,01-07-2025,CUST564,Sarah Sanchez,Consumer,PROD7838,Calculator,Office Supplies,South,Kentucky,Port Rebecca,7,3998,0,27986,17309.46,10676.54,UPI,Cancelled,"Jones, Smith and Maldonado",obrienjason@crawford-jennings.com,16,No,0
ORD1265,07-01-2026,08-01-2026,CUST772,Lawrence Murphy,Home Office,PROD6992,Mouse,Electronics,South,Tennessee,West Lisaton,3,2550,20,6120,3769.72,2350.28,UPI,Delivered,Hunter PLC,jonesbrandon@lewis.com,8,Yes,49
ORD1266,19-04-2025,24-04-2025,CUST416,John Whitehead,Corporate,PROD9750,Notebook,Office Supplies,North,Oregon,West Karina,10,3501,20,28008,17370.1,10637.9,Net Banking,Cancelled,"House, Page and Williams",amanda50@osborne-brown.net,33,No,0
ORD1267,10-04-2024,16-04-2024,CUST640,Jamie West,Home Office,PROD4398,Headphones,Electronics,East,Arizona,West Andrewstad,1,3185,5,3025.75,2446.78,578.97,UPI,Delivered,Smith Inc,rhuff@smith.com,24,No,0
ORD1268,30-04-2025,07-05-2025,CUST985,Susan Berger,Corporate,PROD9903,File Folder,Office Supplies,South,Idaho,Andersonland,2,2619,0,5238,4039.25,1198.75,Cash,Cancelled,Greene-Howell,ilopez@costa.info,29,No,0
ORD1269,01-09-2025,07-09-2025,CUST913,Dustin Wright,Home Office,PROD5397,Calculator,Office Supplies,East,Washington,North Garrett,6,678,5,3864.6,3142.5,722.1,Cash,Delivered,"Watson, Stephens and Myers",chall@welch.biz,39,No,0
ORD1270,19-11-2025,24-11-2025,CUST166,Douglas Martin,Corporate,PROD8852,Sancks,Grocery,South,Florida,North Davidbury,5,3565,5,16933.75,13935.36,2998.39,Cash,Returned,Kim-Lynch,kayla20@gardner-gray.com,20,No,0
ORD1271,13-10-2025,19-10-2025,CUST892,Elijah Parker,Home Office,PROD9043,Study Table,Furniture,East,Maine,Port Robin,6,629,0,3774,2941.22,832.78,Cash,Returned,Gonzalez-Brown,tammybrooks@allison-hudson.com,20,No,0
ORD1272,17-05-2024,18-05-2024,CUST538,Christian Myers,Home Office,PROD9026,Monitor,Electronics,South,Montana,Morganmouth,2,1487,15,2527.9,1690.15,837.75,Credit Card,Pending,"Ross, Wu and Nelson",davidsalazar@butler-davidson.com,4,Yes,27
ORD1273,01-03-2025,03-03-2025,CUST476,Kristy Patel,Corporate,PROD9997,Office Chair,Furniture,West,Georgia,North Beverly,1,3738,0,3738,2975.16,762.84,Credit Card,Cancelled,Sanchez and Sons,joycecarter@mendez.com,30,No,0
ORD1274,07-09-2024,14-09-2024,CUST238,Sarah Reed,Home Office,PROD7023,Monitor,Electronics,East,Arizona,Loriburgh,3,965,15,2460.75,1584.92,875.83,UPI,Pending,"Mckay, Moore and Phillips",angela76@ward.com,46,No,0
ORD1275,23-09-2024,26-09-2024,CUST910,Daniel Frank,Home Office,PROD8156,Keyboard,Electronics,West,Hawaii,East Chelseamouth,2,1812,10,3261.6,1985.88,1275.72,Cash,Returned,Smith-Gonzalez,mgaines@hutchinson-adams.com,30,No,0
ORD1276,08-06-2025,11-06-2025,CUST663,Scott Hall,Corporate,PROD7619,Cooking Oil,Grocery,South,Minnesota,New Timothyshire,9,4702,20,33854.4,29595.25,4259.15,Cash,Pending,Nelson Inc,katherine18@gibson.com,46,No,0
ORD1277,13-03-2025,15-03-2025,CUST650,Paige King,Home Office,PROD8177,Headphones,Electronics,South,California,Tamaratown,3,3327,15,8483.85,6236.83,2247.02,Credit Card,Cancelled,Ayers-Davidson,kevin31@gonzales-lopez.biz,14,No,0
ORD1278,19-11-2025,24-11-2025,CUST736,Melissa Moore,Home Office,PROD4262,Laptop,Electronics,West,Delaware,South Timothytown,9,1809,15,13838.85,9411.36,4427.49,Credit Card,Delivered,Contreras LLC,smithjennifer@carter.info,22,No,0
ORD1279,26-12-2024,27-12-2024,CUST235,Michelle Sanders,Home Office,PROD8667,Mouse,Electronics,West,New York,Chelseastad,8,353,20,2259.2,2007.3,251.9,Credit Card,Pending,Newman PLC,marthabenjamin@rice.biz,22,No,0
ORD1280,19-01-2025,22-01-2025,CUST775,Kimberly Perez,Consumer,PROD7874,File Folder,Office Supplies,South,Iowa,South Victoriamouth,2,3722,15,6327.4,5147.6,1179.8,Net Banking,Returned,"Harris, Serrano and Bailey",haasdeanna@fields.com,13,No,0
ORD1281,19-09-2025,26-09-2025,CUST474,Angela Brown,Consumer,PROD3089,Pen,Office Supplies,West,New Jersey,Lewisbury,4,3577,10,12877.2,11487.93,1389.27,Cash,Pending,Myers-Cohen,quinnsherri@haynes.net,44,No,0
ORD1282,30-03-2025,01-04-2025,CUST315,Timothy Norman,Corporate,PROD5093,Pen,Office Supplies,West,Virginia,Coxbury,3,1914,5,5454.9,3413.6,2041.3,Credit Card,Cancelled,Hines Group,joseph06@hughes-graham.com,47,No,0
ORD1283,15-10-2024,21-10-2024,CUST498,Eugene Henderson,Home Office,PROD5869,Notebook,Office Supplies,South,Alaska,Martinezmouth,5,261,5,1239.75,750.12,489.63,Credit Card,Delivered,"Ray, Jones and Jones",melissayang@scott.com,28,No,0
ORD1284,31-05-2025,07-06-2025,CUST874,George Wells,Consumer,PROD8135,Pen,Office Supplies,West,Kentucky,Michaelside,6,3443,10,18592.2,15187.38,3404.82,Credit Card,Returned,Reid-Robertson,brandy27@brown.biz,47,No,0
ORD1285,09-06-2024,15-06-2024,CUST695,Susan Lee,Corporate,PROD9349,Pen,Office Supplies,West,Maine,Andersonburgh,7,3065,5,20382.25,13364.43,7017.82,Cash,Returned,Lewis PLC,csmith@owens.com,35,No,0
ORD1286,29-11-2025,04-12-2025,CUST152,Marcus Williams,Home Office,PROD1964,Bookshelf,Furniture,West,Kansas,Hartbury,4,4513,10,16246.8,11386.19,4860.61,UPI,Cancelled,"Hall, Everett and Cunningham",kmunoz@crosby.com,9,Yes,26
ORD1287,12-10-2024,19-10-2024,CUST646,Melissa Brown,Consumer,PROD1901,Laptop,Electronics,West,West Virginia,Mallorymouth,9,579,0,5211,3142.51,2068.49,UPI,Delivered,"Ball, Reynolds and Hobbs",wendybrown@turner-collier.org,38,No,0
ORD1288,03-11-2025,04-11-2025,CUST440,Brian Phelps,Corporate,PROD8126,Keyboard,Electronics,West,Ohio,New Timothy,3,4386,0,13158,8236.16,4921.84,Credit Card,Cancelled,White-Jenkins,mcfarlandjulie@garcia.com,50,No,0
ORD1289,16-03-2024,20-03-2024,CUST305,Christina George,Corporate,PROD6328,Headphones,Electronics,North,Montana,North Kennethfort,1,349,10,314.1,215.63,98.47,Cash,Pending,Griffith-Miles,frankholden@tanner-smith.biz,26,No,0
ORD1290,23-08-2024,26-08-2024,CUST954,Jordan Berger,Consumer,PROD5173,Pen,Office Supplies,West,South Dakota,West Jasmineberg,6,1530,0,9180,6082.59,3097.41,Net Banking,Pending,Hoffman and Sons,robertmills@daniel-keller.net,38,No,0
ORD1291,16-08-2025,18-08-2025,CUST348,Jennifer Wade,Home Office,PROD2738,Sofa,Furniture,South,Wyoming,North Robinstad,7,4577,15,27233.15,23947.35,3285.8,Net Banking,Delivered,Wilson-Chavez,brittany54@chaney-cooper.info,10,No,0
ORD1292,24-08-2024,25-08-2024,CUST872,Travis Doyle,Consumer,PROD9490,Keyboard,Electronics,East,Maryland,Justinburgh,9,240,15,1836,1187.59,648.41,UPI,Returned,Martinez Group,mark98@villarreal-davis.org,50,No,0
ORD1293,05-05-2024,12-05-2024,CUST242,Michele Jimenez,Consumer,PROD9220,Rice Bag,Grocery,South,Kansas,Matthewville,10,4686,10,42174,32360.6,9813.4,Net Banking,Pending,"Drake, Rivas and Orr",ehunt@brown.com,27,No,0
ORD1294,12-12-2024,15-12-2024,CUST433,Robin Keller,Home Office,PROD5929,Study Table,Furniture,North,Minnesota,New Ashley,4,2485,10,8946,7359.55,1586.45,UPI,Delivered,Schmidt-Rogers,gduran@smith.info,37,No,0
ORD1295,09-10-2025,14-10-2025,CUST868,Karen Massey,Home Office,PROD2656,Dining Table,Furniture,North,Maine,Ramosfort,4,632,20,2022.4,1714.42,307.98,Net Banking,Cancelled,Hamilton Inc,combswilliam@davila-hampton.org,22,No,0
ORD1296,04-10-2024,08-10-2024,CUST980,Mark Harris,Corporate,PROD7416,Headphones,Electronics,West,New Hampshire,Laurenland,8,1306,10,9403.2,7819.48,1583.72,UPI,Cancelled,Duran LLC,lbradley@nichols.biz,46,No,0
ORD1297,11-09-2025,17-09-2025,CUST510,Emma Copeland,Consumer,PROD4941,Pen,Office Supplies,North,Mississippi,Jesseberg,9,2723,20,19605.6,15894.19,3711.41,Cash,Pending,"Hart, Waller and Jones",reyeskimberly@williams-cross.biz,43,No,0
ORD1298,03-11-2024,06-11-2024,CUST733,Victor Wilkerson IV,Corporate,PROD1197,Calculator,Office Supplies,East,Mississippi,South Sandraton,4,4890,5,18582,15603.53,2978.47,Cash,Pending,Frederick-Norris,francishelen@parker.com,33,No,0
ORD1299,29-08-2025,01-09-2025,CUST309,Kenneth King,Corporate,PROD2003,File Folder,Office Supplies,South,Illinois,Proctorfurt,1,3720,5,3534,3146.52,387.48,Credit Card,Cancelled,"Morales, Barnes and Smith",chelsea46@li.biz,50,No,0
ORD1300,23-04-2025,28-04-2025,CUST593,Brianna Olson,Corporate,PROD8698,Monitor,Electronics,North,Washington,Shannontown,8,992,5,7539.2,5135.2,2404,Credit Card,Returned,Martinez PLC,randy81@taylor.com,7,Yes,39
ORD1301,24-04-2024,27-04-2024,CUST654,Lisa Freeman,Corporate,PROD8892,Keyboard,Electronics,South,Kentucky,New Travisshire,10,3462,20,27696,17492.44,10203.56,Credit Card,Returned,Simmons LLC,hmartin@walls.com,48,No,0
ORD1302,05-12-2025,10-12-2025,CUST952,Justin Fitzgerald,Corporate,PROD3270,Cooking Oil,Grocery,East,Indiana,Shawnfort,2,3311,0,6622,3986.98,2635.02,UPI,Cancelled,King and Sons,anna00@flores.net,26,No,0
ORD1303,19-01-2025,21-01-2025,CUST964,James Hall,Consumer,PROD8285,File Folder,Office Supplies,East,Connecticut,Manningshire,5,1041,10,4684.5,4145.01,539.49,Credit Card,Delivered,"Nelson, Clark and Meyers",howarddavid@mcdaniel.info,31,No,0
ORD1304,31-12-2025,02-01-2026,CUST255,Paul Foster,Home Office,PROD8385,Notebook,Office Supplies,South,Minnesota,Stephanieborough,2,4983,0,9966,8736.14,1229.86,Net Banking,Delivered,Quinn-Velez,franklinrose@harrison.com,23,No,0
ORD1305,13-10-2024,18-10-2024,CUST996,Patrick Lowe,Consumer,PROD5487,Laptop,Electronics,East,Illinois,West Brian,5,3826,5,18173.5,12780.9,5392.6,Cash,Cancelled,Gay-Edwards,stewarthailey@melton.com,12,No,0
ORD1306,17-02-2025,22-02-2025,CUST902,Sheila Lee,Consumer,PROD6071,Pen,Office Supplies,North,Maryland,Sandrafort,9,2406,10,19488.6,12844.88,6643.72,Cash,Returned,Watts Group,rharrison@anderson.com,16,No,0
ORD1307,02-06-2024,07-06-2024,CUST995,Allison Chaney,Consumer,PROD6401,Bookshelf,Furniture,West,West Virginia,South Robertview,8,2254,20,14425.6,12602.97,1822.63,Cash,Returned,"Weber, Herrera and Hughes",banderson@johnson-hernandez.info,3,Yes,49
ORD1308,15-02-2024,17-02-2024,CUST735,Bailey Monroe,Home Office,PROD2336,Dining Table,Furniture,West,Washington,South Catherineton,4,314,15,1067.6,896.47,171.13,Net Banking,Pending,Brown-Young,patrickmonica@wells-allen.com,18,No,0
ORD1309,30-04-2025,04-05-2025,CUST967,Mikayla Brooks,Consumer,PROD3529,Rice Bag,Grocery,North,Kentucky,Wilsonberg,3,4914,0,14742,13033.85,1708.15,Net Banking,Cancelled,Wagner-Bryant,lsherman@carter.com,18,No,0
ORD1310,08-03-2024,13-03-2024,CUST553,Melissa Davis,Corporate,PROD9882,Calculator,Office Supplies,East,Texas,Jonesstad,6,2163,10,11680.2,7976.57,3703.63,UPI,Cancelled,"Mccullough, Mitchell and Reyes",wreid@holland.info,12,No,0
ORD1311,30-08-2024,02-09-2024,CUST770,Jenna Morgan,Corporate,PROD9607,Sancks,Grocery,East,New Hampshire,New Glennbury,1,1822,10,1639.8,1453.55,186.25,Credit Card,Cancelled,Hunter Inc,tanya49@kelly.com,0,Yes,43
ORD1312,12-02-2024,13-02-2024,CUST491,William Taylor,Corporate,PROD7949,Sugar,Grocery,West,Massachusetts,Carrilloburgh,9,1881,10,15236.1,11532.45,3703.65,UPI,Delivered,"Young, Martinez and Gould",joshuaanderson@sanchez.com,34,No,0
ORD1313,01-10-2025,08-10-2025,CUST459,Jose Baker,Home Office,PROD8123,Office Chair,Furniture,West,Montana,Port Lucas,3,1128,5,3214.8,2556.73,658.07,Net Banking,Returned,Howard Inc,angela42@griffin-smith.com,24,No,0
ORD1314,21-05-2024,27-05-2024,CUST424,Dylan Hawkins,Corporate,PROD8061,Calculator,Office Supplies,South,Nevada,Moorefort,5,2836,5,13471,11693.68,1777.32,UPI,Cancelled,Lindsey-Jimenez,timothyfields@mccarthy.com,24,No,0
ORD1315,27-09-2024,02-10-2024,CUST284,Kimberly Burns,Corporate,PROD4922,Headphones,Electronics,West,Idaho,Donaldburgh,7,4734,10,29824.2,22466.96,7357.24,Credit Card,Cancelled,"Hickman, Thompson and Moore",parrishmark@franklin.com,12,No,0
ORD1316,08-05-2024,14-05-2024,CUST693,Kelsey Frederick,Consumer,PROD7282,Stapler,Office Supplies,West,Minnesota,East Dillonchester,1,4658,10,4192.2,2785.85,1406.35,Net Banking,Delivered,Powell-Miller,garyanderson@merritt-browning.com,20,No,0
ORD1317,15-09-2024,16-09-2024,CUST759,David Mejia,Corporate,PROD6700,Rice Bag,Grocery,South,North Carolina,North Amandaport,9,969,20,6976.8,6172.13,804.67,Credit Card,Cancelled,"Hall, Novak and Wheeler",wsmall@parker-mccarthy.com,41,No,0
ORD1318,09-04-2025,10-04-2025,CUST210,Grant Robertson,Corporate,PROD6948,Office Chair,Furniture,East,Vermont,West Michelemouth,6,3823,10,20644.2,16087.51,4556.69,Net Banking,Returned,Santos LLC,eric50@farley.com,39,No,0
ORD1319,27-05-2025,28-05-2025,CUST151,Nicholas Wood,Corporate,PROD9990,Notebook,Office Supplies,South,Washington,East Troy,10,3778,5,35891,21817.72,14073.28,UPI,Delivered,Smith-Hansen,gonzalezgabriel@gonzalez.com,5,Yes,27
ORD1320,15-01-2025,19-01-2025,CUST418,Timothy Bell,Consumer,PROD4909,File Folder,Office Supplies,East,North Carolina,East Christophertown,9,294,15,2249.1,1423.22,825.88,UPI,Delivered,Jones-Griffin,stevensmith@sanchez.com,17,No,0
